Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?
Ag Energy,1007551,Ogdensburg,NY,13669,21 ENTRANCE AVENUE,St. Lawrence,44.7258,-75.4417,221112,"C,D",Power Plants,9454.464,9444.6,4.5,5.364,,,,,,,,,,9454.464,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ag Processing Inc,1002069,Emmetsburg,IA,50536,4739 380TH ST,Palo Alto,43.09748,-94.65181,311222,C,Other,25088.156,25062.4,11.75,14.006,,,,,,,,,,25088.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ag Processing Inc A Coop-manning,1002070,Manning,IA,51455,1000 300TH STREET,Carroll,41.920794,-95.070791,311222,C,Other,18891.928,18872.2,9.0,10.728,,,,,,,,,,18891.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ag Processing Inc-eagle Grove,1006054,Eagle Grove,IA,50533,500 NORTH COMMERCIAL AVENUE,Wright,42.669167,-93.904444,311222,C,Other,131086.096,130098.2,361.5,626.396,,,,,,,,,,131086.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ag Processing Incorporated A Cooperative,1002291,Dawson,MN,56232,800 DIAGONAL STREET,Lac Qui Parle,44.93505,-96.05722,311222,C,Other,32544.728,32511.3,15.25,18.178,,,,,,,,,,32544.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Agc Flat Glass N America Inc,1007333,Richmond,KY,40475,201 DUNCANNON LANE,Madison,37.70034,-84.26929,327211,"C,N",Minerals,130879.048,130810.0,31.5,37.548,,,,,,,,,,65474.048,,,,,,,,,65405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Agc Flat Glass North America Spring Hill Plant,1004631,Spring Hill,KS,66083,20400 NORTH WEBSTER STREET,Johnson,38.759188,-94.825252,327211,"C,N",Minerals,100719.08,100645.1,33.75,40.23,,,,,,,,,,71900.98,,,,,,,,,28818.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Agc-greenland Flatglass Plant,1005824,Church Hill,TN,37642,600 AFG ROAD,Hawkins,36.483431,-82.77155,327211,"C,N",Minerals,129688.14,129618.9,30.5,38.74,,,,,,,,,,70877.64,,,,,,,,,58810.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Agp Soy/corn Processing,1002067,Hastings,NE,68901,2801 E 7TH ST,Adams,40.58971,-98.33963,311222,C,Other,153707.268,152604.9,404.75,697.618,,,,,,,,,,153707.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Agri Energy Llc,1005284,Luverne,MN,56156,502 SOUTH WALNUT AVENUE,Rock,43.648333,-96.224444,325199,"C,II","Chemicals,Waste",327.448,320.9,6.25,0.298,,,,,,,,,,321.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,N,N,N
Agrium Us Borger Nitrogen Operations,1002380,Borger,TX,79007,9201 FM 1551,Hutchinson,35.6417,-101.4228,325311,"C,G,PP","Chemicals,Suppliers of CO2",828959.472,828581.9,172.25,205.322,,,,,,,,,,366010.072,,,,462949.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
Agrium Us Inc,1001154,Soda Springs,ID,83276,3010 CONDA ROAD,Caribou,42.739417,-111.541421,325312,"C,Z",Chemicals,115061.572,114971.7,41.0,48.872,,,,,,,,,,87266.172,,,,,,,,,,,,,,,,,,,,,,,,,,27795.4,,,,,,,,,,,N,N,N
Agrium Us Inc - Kfo,1004236,Kennewick,WA,99337,227515 E BOWLES ROAD,Benton,46.165957,-119.017218,325311,"C,U,V",Chemicals,155888.044,10730.6,0.75,145156.694,,,,,,,,,,1827.144,,,,,,,,,,,,,,,,8905.1,145155.8,,,,,,,,,,,,,,,,,,,,N,N,N
"Air Liquid Large Industries Us, Lp",1006430,El Segundo,CA,90245,324 W EL SEGUNDO BLVD,Los Angeles,33.916355,-118.418634,325120,P,Chemicals,550717.4,550717.4,,,,,,,,,,,,,,,,,,,,,,,550717.4,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Liquide - Corpus Christi Smr,1003724,Corpus Christi,TX,78407,5880 UP RIVER ROAD,Nueces,27.813911,-97.472347,325120,P,Chemicals,478965.4,478965.4,,,,,,,,,,,,,,,,,,,,,,,478965.4,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Liquide - Freeport Hyco Plant,1003730,Freeport,TX,77541,2398 VICTORIA ROAD,Brazoria,28.98037,-95.38396,325120,"C,P",Chemicals,172195.796,172181.0,6.75,8.046,,,,,,,,,,14238.896,,,,,,,,,,,157956.9,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Liquide - Port Neches Asu Cogeneration Plant,1003780,Port Neches,TX,77651,2121 PARK STREET,Jefferson,29.981116,-93.952389,325120,C,Chemicals,212034.252,211815.6,99.75,118.902,,,,,,,,,,212034.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Liquide America Corp,1003910,Longview,TX,75602,2292 CALLAHAN RD,Gregg,32.4478,-94.6875,325120,P,Chemicals,495416.2,495416.2,,,,,,,,,,,,,,,,,,,,,,,495416.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Liquide America Corp.,1006115,Geismar,LA,70734,36597 HWY 30,Ascension Parish,30.21023,-90.99085,325120,C,Chemicals,459081.672,458608.2,216.0,257.472,,,,,,,,,,459081.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Liquide Geismar Utility Services,1003591,Geismar,LA,70734,36183 HWY 30,Ascension Parish,30.21023,-90.99085,221330,C,Power Plants,136964.984,136823.6,64.5,76.884,,,,,,,,,,136964.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Liquide Large Industries Us Lp - Rodeo Hydrogen Plant,1003748,Rodeo,CA,94572,1391 SAN PABLO AVE,Contra Costa,38.047952,-122.256895,325120,P,Chemicals,817993.8,817993.8,,,,,,,,,,,,,,,,,,,,,,,817993.8,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Prod & Chem Tamaqua Plt,1005202,Tamaqua,PA,18252,357 MARIAN AVENUE,Schuylkill,40.835067,-76.026045,325120,"L,OO","Chemicals,Industrial Gas Suppliers",308119.2,,,,,56483.2,,251636.0,,,,,,,,,,,,,,308119.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products & Chemical Inc - Lake Charles Facility,1003013,Westlake,LA,70669,102 TROUSDALE RD,Calcasieu,30.237362,-93.285908,325120,P,Chemicals,801530.8,801530.8,,,,,,,,,,,,,,,,,,,,,,,801530.8,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products & Chemicals Inc - Convent Smr,1002754,Convent,LA,70723,10759 CONVENT WAY,St. James Parish,30.10872,-90.88415,325120,P,Chemicals,700490.6,700490.6,,,,,,,,,,,,,,,,,,,,,,,700490.6,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products & Chemicals Inc - Geismar Smr,1002698,Geismar,LA,70734,8013 HWY 3251,Ascension Parish,30.183808,-90.9876,325120,"P,PP","Chemicals,Suppliers of CO2",62556.3,62556.3,,,,,,,,,,,,,,,,,,,,,,,62556.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N
Air Products & Chemicals Inc - Industrial Gas Production Facility,1003009,New Orleans,LA,70129,14700 INTRACOASTAL DRIVE,Orleans,30.029033,-89.900517,325120,"C,P",Chemicals,225715.84,225713.1,1.25,1.49,,,,,,,,,,3061.14,,,,,,,,,,,222654.7,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products & Chemicals Inc Martinez Waterfront Road,1002121,Martinez,CA,94553,110 WATERFRONT RD,Contra Costa,38.026667,-122.067222,325120,P,Chemicals,742219.1,742219.1,,,,,,,,,,,,,,,,,,,,,,,742219.1,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Air Products & Chemicals, Inc, Tesoro Martinez",1002122,Martinez,CA,94553,,Contra Costa,38.026667,-122.067222,325120,P,Chemicals,196659.192,196643.3,7.25,8.642,,,,,,,,,,,,,,,,,,,,,196659.192,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Air Products And Chemicals Inc - Catlettsburg Hydrogen Plant,1005809,Catlettsburg,KY,41129,11631 US ROUTE 23,Boyd,38.384444,-82.598528,325120,P,Chemicals,221255.8,221255.8,,,,,,,,,,,,,,,,,,,,,,,221255.8,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products And Chemicals Inc - Garyville,1002727,Garyville,LA,70051,4663 W AIRLINE HWY,St John The Baptist,30.075832,-90.624885,325120,P,Chemicals,916355.0,916355.0,,,,,,,,,,,,,,,,,,,,,,,916355.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products And Chemicals Incorporated,1002123,Sacramento,CA,95826,5025 83RD STREET,Sacramento,38.529722,-121.398889,325120,P,Chemicals,44246.3,44246.3,,,,,,,,,,,,,,,,,,,,,,,44246.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products Baytown Plant,1002430,Baytown,TX,77520,5503 WEST BAKER ROAD,Harris,29.757778,-95.023056,325120,"C,P",Chemicals,342308.9,342267.8,18.75,22.35,,,,,,,,,,100310.0,,,,,,,,,,,241998.9,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products Carson Hydrogen Plant,1002257,Carson,CA,90810,23300 SOUTH ALAMEDA STREET,Los Angeles,33.812778,-118.231389,325120,P,Chemicals,672737.2,672737.2,,,,,,,,,,,,,,,,,,,,,,,672737.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Air Products Wilmington Hydrogen Plant,1002435,Wilmington,CA,90744,700 HENRY FORD AVENUE,Los Angeles,33.780833,-118.241111,325120,P,Chemicals,632469.67,631881.2,174.25,414.22,,,,,,,,,,,,,,,,,,,,,632469.67,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
"Ajinomoto Heartland, Inc.",1001919,Eddyville,IA,52553,1116 HIGHWAY 137,Wapello,41.143573,-92.647934,311119,C,Other,116558.612,116438.6,54.75,65.262,,,,,,,,,,116558.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ak Steel,1003418,Zanesville,OH,43701,1724 LINDEN AVENUE,Muskingum,39.96136,-82.00034,331111,C,Metal,28485.192,28455.6,13.5,16.092,,,,,,,,,,28485.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ak Steel Corp *,1003417,Coshocton,OH,43812,17400 STATE ROUTE 16,Coshocton,40.20175,-81.88612,331221,C,Metals,46115.528,46068.4,21.5,25.628,,,,,,,,,,46115.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Aker Plant,1003129,Streetman,TX,75859,261 FCR 181,Freestone,31.90806,-96.227219,211111,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",40335.502,39176.2,1137.25,22.052,,,,,,,,,,38681.404,,,,,,,,,,,,,,,,,,,1654.098,,,,,,,,,,,,,,,,,,N,N,N
Ak Steel Corp Mansfield Works,1006530,Mansfield,OH,44903,913 BOWMAN STREET,Richland,40.78449,-82.52327,331111,"C,Q",Metals,117238.696,117169.1,31.75,37.846,,,,,,,,,,67145.396,,,,,,,,,,,,50093.3,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ak Steel Corp/butler Works,1002903,Butler,PA,16003,1 ARMCO DR,Butler,40.82926,-79.94273,331111,"C,Q,TT","Metals,Waste",268048.124,267835.5,97.0,115.624,,,,,,,,,,206786.824,,,,,,,,,,,,61261.3,,,,,,,,,,,,,,,,,,,,,,,,0.0,N,N,N
Ak Steel Corporation,1000214,Rockport,IN,47635,6500 N US HIGHWAY 231,Spencer,37.9849,-87.0259,331111,C,Metals,133595.696,133457.6,63.0,75.096,,,,,,,,,,133595.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ak Steel Dearborn Works,1003403,Dearborn,MI,48120,4001 MILLER RD,Wayne,42.301742,-83.162934,331111,"C,Q",Metals,1440877.778,1440424.2,159.75,293.828,,,,,,,,,,1103507.378,,,,,,,,,,,,337370.4,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ak Steel Corporation - Middletown,1000274,Middletown,OH,45043,1801 CRAWFORD STREET,Butler,39.4968,-84.3901,331111,"C,Q",Metal,4485150.388,4482940.3,800.25,1409.838,,,,,,,,,,3102227.028,,,,,,,,,,,,1382923.36,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Ak Steel Corporation West Works,1005615,Ashland,KY,41101,170 ARMCO ROAD,Boyd,38.496387,-82.670265,331111,"C,Q",Metals,1337116.354,1336830.6,40.5,245.254,,,,,,,,,,1162038.776,,,,,,,,,,,,175077.578,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Akron Regional Landfill *,1006088,Akron,OH,44313,1585 HARDY ROAD,Summit,41.151282,-81.559298,562212,HH,Waste,3591.5,,3591.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3591.5,,,,N,N,N
Akzo Nobel Surface Chemistry Llc,1007343,Morris,IL,60450,8005 NORTH TABLER RD.,Grundy,41.406491,-88.336055,325613,C,Chemicals,52580.22,52517.2,28.75,34.27,,,,,,,,,10886.7,52580.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Al Corn Clean Fuel,1005149,Claremont,MN,55924,797 5TH STREET,Dodge,44.049412,-93.017379,325193,"C,II,PP","Other,Suppliers of CO2,Waste",71172.132,71037.2,95.0,39.932,,,,,,,,,,71110.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,,,N,N,N
Al Sandersville,1000129,Warthen,GA,31094,1600 MILLS LINDSEY SCHOOL ROAD,Washington,33.1189,-82.8608,221112,D,Power Plants,4604.984,4600.6,2.0,2.384,,,,,,,,,,,4604.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Al Turi Landfill & Lfgte Facility,1004823,Goshen,NY,10924,73 HARTLEY ROAD,Orange,41.40382,-74.3797,562212,"C,HH",Waste,22486.95,23.2,22463.75,,,,,,,,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22463.75,,,,N,N,N
"Alabama River Cellulose, Llc",1007917,Perdue Hill,AL,36470,2373 LENA LANDEGGER HWY,Monroe,31.580112,-87.490073,322110,"AA,C,TT","Pulp and Paper,Waste",365100.578,185944.4,173140.75,6015.428,,,,,,,,,2256971.8,44847.286,,,,,,,,,,,,,,,,,,,,,,,,,,,148834.542,,,,,,,,,171418.75,N,N,N
Aladdin Mills - Antioch Rd Pla Nt,1007272,Dalton,GA,30720,2001 ANTIOCH ROAD,Whitfield,34.73559,-84.94996,314110,C,Other,43488.384,43443.4,20.25,24.734,,,,,,,,,,43488.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Albany Landfill,1006276,Albany,NY,12205,525 RAPP RD,Albany,42.70879,-73.85624,562212,HH,Waste,156346.5,,156346.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156346.5,,,,N,N,N
Albemarle Corporation Houston Plant,1003402,Pasadena,TX,77503,2500 N. SOUTH ST.,Harris,29.742498,-95.165513,325199,C,Chemicals,69219.14,69147.9,32.5,38.74,,,,,,,,,,69219.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Albemarle Corporation-south Plant,1004307,Magnolia,AR,71753,2270 HWY 79 SOUTH OF MAGNOLIA,Columbia,33.1756,-93.2169,325188,C,Chemicals,79732.5,79650.3,37.5,44.7,,,,,,,,,,79732.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Alcoa Inc - Warrick Operations,1001877,Newburgh,IN,47629,,Warrick,37.915,-87.3328,331312,"C,D,F","Metals,Power Plants",6827547.906,6628664.2,17756.5,30743.468,,150383.738,,,,,,,,167621.168,6034611.9,,625314.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
Alcoa Inc Davenport Works,1007937,Bettendorf,IA,52722,4879 STATE STREET,Scott,41.53425,-90.46246,331315,C,Metals,260372.02,260103.5,122.5,146.02,,,,,,,,,,260372.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Alcoa Inc Massena Operations,1002483,Massena,NY,13662,PARK AVE EAST,St. Lawrence,44.950425,-74.893685,331312,"C,F,TT","Metals,Waste",321629.118,291918.2,9245.75,44.7,,20420.468,,,,,,,,68100.1,,,244317.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9211.75,N,N,N
Alcoa Inc Wenatchee Works,1000635,Malaga,WA,98828,6200 MALAGA HIGHWAY,Chelan,47.3567,-120.1273,331312,"C,F",Metals,331207.412,254025.3,13.75,16.39,,77151.972,,,,,,,,28955.74,,,302251.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Alcoa Inc. - Lafayette Operations,1004649,Lafayette,IN,47905,3131 E MAIN ST,Tippecanoe,40.401833,-86.862417,331316,C,Metals,50403.16,50351.1,23.75,28.31,,,,,,,,,,50403.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Alcoa Inc.-north Plant,1002795,Alcoa,TN,37701,2300 N WRIGHT RD,Blount,35.811815,-83.969576,331315,C,Metals,208571.22,208357.0,98.0,116.22,,,,,,,,,,208571.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Alcoa Intalco Works,1003562,Ferndale,WA,98248,4050 MOUNTAIN VIEW RD.,Whatcom,48.8455,-122.7055,331312,"C,F,TT","Metals,Waste",1195785.657,418042.3,10479.75,33.674,,767229.933,,,,,,,,59936.724,,,1125397.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10451.5,N,N,N
Alcoa World Alumina Atlantic,1003201,Point Comfort,TX,77978,,Matagorda,28.3909,-96.3332,331311,"C,TT","Metals,Waste",959990.606,941511.6,17943.5,535.506,,,,,,,,,,942492.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17497.75,N,N,N
Alcoa-maryville-blount County Landfill,1003147,Friendsville,TN,37737,240 LONG POWERS ROAD,Blount,35.73566,-84.0618,562212,HH,Waste,44551.0,,44551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44551.0,,,,N,N,N
Alcon Laboratories,1003448,Fort Worth,TX,76134,6201 SOUTH FREEWAY,Tarrant,32.65784,-97.32095,325412,C,Chemicals,33980.072,33945.0,16.0,19.072,,,,,,,,,,33980.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Aleris Rolled Products Inc,1006045,Lewisport,KY,42351,1372 STATE ROAD 1957,Hancock,37.944444,-86.854167,331314,C,Metals,178364.528,178180.4,84.0,100.128,,,,,,,,,,178364.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
All Purpose Landfill,1004335,Santa Clara,CA,95050,5401 LAFAYETTE STREET,Santa Clara,37.4135,-121.9724,562212,HH,Waste,53404.5,,53404.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53404.5,,,,N,N,N
Allegany Ballistics Laboratory,1005862,Keyser,WV,26726,210 STATE ROUTE 956,Mineral,39.56097,-78.84361,336415,C,Other,18553.322,18456.8,32.75,63.772,,,,,,,,,,18553.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Alliance Compressor Station,1005887,Justin,TX,76247,12495 HWY 114,Denton,33.03425,-97.34692,211112,"C,W-PROC",Petroleum and Natural Gas Systems,63911.622,60161.0,3739.0,11.622,,,,,,,,,,20463.972,,,,,,,,,,,,,,,,,,,43447.65,,,,,,,,,,,,,,,,,,N,N,N
Allegheny Ludlum Brackenridge Plant,1005003,Brackenridge,PA,15014,100 RIVER ROAD,Allegheny,40.60852,-79.72701,331111,"C,Q",Metals,146125.26,145991.0,61.25,73.01,,,,,,,,,,129698.36,,,,,,,,,,,,16426.9,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Allegheny Ludlum, Bagdad Facility",1005006,Leechburg,PA,15656,585 SILICON DRIVE,Armstrong,40.641389,-79.6,331111,C,Metals,41640.144,41597.4,19.5,23.244,,,,,,,,,,41640.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
"Allegheny Ludlum, Vandergrift Facility",1005005,Vandergrift,PA,15690,130 LINCOLN AVENUE,Westmoreland,40.6,-79.567778,331111,C,Metals,37588.208,37549.3,17.75,21.158,,,,,,,,,,37588.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Allen County Public Works,1007192,La Harpe,KS,66751,1170 2800TH ST,Allen,38.007907,-95.289343,562212,"C,HH",Waste,57499.612,98.3,57380.75,20.562,,,,,,,,,1775.7,122.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57377.25,,,,N,N,N
Alliance Sani Ldfl,1007645,Taylor,PA,18517,398 KEYSER AVENUE,Lackawanna,41.38835,-75.737311,562212,"C,HH",Waste,47414.944,1373.8,46040.25,0.894,,,,,,,,,,1375.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46039.5,,,,N,N,N
Alliant Llc-lake City Army Ammunition Plant,1001970,Independence,MO,64051,25201 EAST 78 HIGHWAY,Jackson,-39.103,-94.2783,332992,C,Other,33973.372,33938.3,16.0,19.072,,,,,,,,,,33973.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Allied Imperial Landfill,1006197,Imperial,CA,92251,104 EAST ROBINSON ROAD,Imperial,32.85825,-115.5222,562212,HH,Waste,11343.0,,11343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11343.0,,,,N,N,N
Allison Compressor Station,1003246,Briscoe,TX,79011,16301 FM 1046,Wheeler,35.60485,-100.18306,211111,C,Petroleum and Natural Gas Systems,16478.788,16461.8,7.75,9.238,,,,,,,,,,16478.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Allison Gas Plant,1007496,Allison,TX,79003,16298 CO. RD. EE,Wheeler,35.60785,-100.10148,211111,"C,W-PROC",Petroleum and Natural Gas Systems,43877.602,42681.8,1173.75,22.052,,,,,,,,,,39128.752,,,,,,,,,,,,,,,,,,,4748.85,,,,,,,,,,,,,,,,,,N,N,N
"Allison Transmission, Inc.",1000048,Indianapolis,IN,46222,ONE ALLISON WAY,Marion,39.78039,-86.238893,336350,C,Other,26049.738,26010.6,15.0,24.138,,,,,,,,,,26049.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Almatis Inc - Bauxite Arkansas,1004327,Bauxite,AR,72011,4701 ALCOA ROAD,Saline,34.57451,-92.52937,331311,C,Metals,53956.696,53900.8,25.5,30.396,,,,,,,,,,53956.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
Alliance Pipeline - Olivia 23-a,1005705,Bird Island,MN,55310,38884 870TH AVE,Renville,44.8491,-94.8969,486210,"C,W-NGTC",Petroleuem and Natural Gas Systems,89871.362,89680.5,140.5,50.362,,,,,,,,,,89773.012,,,,,,,,,,,,,,,,,,,,98.35,,,,,,,,,,,,,,,,,N,N,N
Alon Refining Krotz Springs Inc,1007622,Krotz Springs,LA,70750,356 S. LEVEE RD,Saint Landry,30.526504,-91.748383,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",445406.45,441265.4,2248.75,1892.3,,,,,,,,,196.3,253341.238,,,,,,,,,,,,,,,,,,,,,,,,,192065.212,,,,,,,,,,,,N,N,Y
Alliance Pipeline L.P. - Manchester,1001559,Manchester,IA,52057,1242 220TH STREET,Delaware,42.46906,-91.55145,486210,"C,W-NGTC",Petroleuem and Natural Gas Systems,82023.342,81576.7,400.75,45.892,,,,,,,,,,81660.692,,,,,,,,,,,,,,,,,,,,362.65,,,,,,,,,,,,,,,,,N,N,N
Alpha Ridge Landfill,1007291,Marriottsville,MD,21104,2350 MARRIOTTSVILLE ROAD,Howard,39.3053,-76.90338,562212,"C,HH",Waste,29709.442,14.3,29686.5,8.642,,,,,,,,,2420.1,26.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29682.75,,,,N,N,N
Alliance Pipeline Lp,1001560,Tampico,IL,61283,580 TAMPICO RD,Whiteside,41.59254,-89.78497,486210,"C,W-NGTC",Petroleuem and Natural Gas Systems,54303.896,53990.5,283.0,30.396,,,,,,,,,,54046.096,,,,,,,,,,,,,,,,,,,,257.8,,,,,,,,,,,,,,,,,N,N,N
Altamont Gas Plant,1004709,Altamont,UT,84001,17790 WEST 3750 NORTH,Duchesne,40.35932,-110.28605,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",52863.2,50260.1,2580.75,22.35,,,,,,,,,,34688.72,,,,,,,,,,,,,,,,,,,18174.48,,,,,,,,,,,,,,,,,,N,N,N
"Alliance Pipeline, L.P.-fairmount Compressor Station",1000245,Fairmount,ND,58030,17950 98TH ST SE,Richland,45.993367,-96.648999,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,93322.2,92976.8,293.25,52.15,,,,,,,,,,93072.5,,,,,,,,,,,,,,,,,,,,249.7,,,,,,,,,,,,,,,,,N,N,N
